318|POS_CONV|3GH|Huawei|2025-11-11|1860350692|1|299000000208631877|0||2024-01-15|||||5324,00|0,00|0,00|0,00|16648,43||POSBAJA||B04770-23111775||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1860350692|1|299000000214668958|0||2024-02-14|||||10181,85|0,00|0,00|0,00|16648,43||POSBAJA||B04770-33396178||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1860350692|1|299000000220428972|0||2024-03-12|||||1142,58|0,00|0,00|0,00|16648,43||POSBAJA||B04770-41696050||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1860350692|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||1679,98|0,00|0,00|0,00|16648,43||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1866202207|1|331000000208919641|0||2024-01-08|||||2718,04|0,00|0,00|0,00|5899,08||POSBAJA||B04770-22818960||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1866202207|1|331000000214990617|0||2024-02-06|||||2415,99|0,00|0,00|0,00|5899,08||POSBAJA||B04770-33112248||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1866202207|1|331000000220796024|0||2024-03-07|||||765,05|0,00|0,00|0,00|5899,08||POSBAJA||B04770-42104058||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1866202207|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||1424,99|0,00|0,00|0,00|5899,08||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1866202207|2||0|||2023-12-16||||-1626,02|0,00|0,00|0,00|5899,08||POSBAJA|||13495189214|2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1867738252|1|290000000206549774|0||2024-01-08|||||1869,89|0,00|0,00|0,00|5595,50||POSBAJA||B04770-21518064||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1867738252|1|290000000211827216|0||2024-02-06|||||3110,55|0,00|0,00|0,00|5595,50||POSBAJA||B04770-30138806||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1867738252|1|290000000217944999|0||2024-03-05|||||615,06|0,00|0,00|0,00|5595,50||POSBAJA||B04770-39928227||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1867738252|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||2669,97|0,00|0,00|0,00|5595,50||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1867738252|2||0|||2023-08-12||||-191,89|0,00|0,00|0,00|5595,50||POSBAJA|||12316642507|2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1898052232|1|525000000209880382|0||2024-01-02|||||12895,99|0,00|0,00|0,00|21183,06||POSBAJA||B04770-21100181||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1898052232|1|525000000215757918|0||2024-02-01|||||7672,01|0,00|0,00|0,00|21183,06||POSBAJA||B04770-31672947||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1898052232|1|525000000222664956|0||2024-03-01|||||615,06|0,00|0,00|0,00|21183,06||POSBAJA||B04770-39743078||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1898052232|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||4890,00|0,00|0,00|0,00|21183,06||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1899007235|1|527000000209327188|0||2023-12-26|||||2032,50|0,00|0,00|0,00|5855,05||POSBAJA||B04770-18706448||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1899007235|1|527000000214961478|0||2024-01-24|||||3207,49|0,00|0,00|0,00|5855,05||POSBAJA||B04770-29426316||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1899007235|1|527000000221208170|0||2024-02-22|||||615,06|0,00|0,00|0,00|5855,05||POSBAJA||B04770-38202623||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1899007235|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||2040,00|0,00|0,00|0,00|5855,05||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1933154432|1|290000000211092207|0||2024-01-24|||||12324,30|0,00|0,00|0,00|28111,31||POSBAJA||B04770-28970570||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1933154432|1|290000000216872451|0||2024-02-22|||||14256,90|0,00|0,00|0,00|28111,31||POSBAJA||B04770-38959282||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1933154432|1|290000000223273282|0||2024-03-22|||||1530,11|0,00|0,00|0,00|28111,31||POSBAJA||B04770-45937026||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1988954451|1|299000000198836838|0||2023-10-23|||||1551,24|0,00|0,00|0,00|15653,18||POSBAJA||B04770-02321941||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1988954451|1|299000000201729786|0||2023-11-23|||||1527,90|0,00|0,00|0,00|15653,18||POSBAJA||B04770-11382382||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1988954451|1|299000000206764735|0||2023-12-26|||||415,03|0,00|0,00|0,00|15653,18||POSBAJA||B04770-20096574||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1988954451|1|299000000236169770|0||2024-05-22|||||12159,01|0,00|0,00|0,00|15653,18||POSBAJA||B04770-63744162||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1988954451|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||2174,98|0,00|0,00|0,00|15653,18||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1997177461|1|315000000181203391|0||2023-07-07|||||13415,00|0,00|0,00|0,00|15543,73||POSBAJA||B04682-67553219||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1997177461|1|315000000185374726|0||2023-08-07|||||12840,02|0,00|0,00|0,00|15543,73||POSBAJA||B04682-75141151||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1997177461|1|315000000188810518|0||2023-09-06|||||350,00|0,00|0,00|0,00|15543,73||POSBAJA||B04682-81828301||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1997177461|1|Comprobante sin identificar|0|||||||-365,29|0,00|0,00|0,00|15543,73||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1997177461|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||57475,56|0,00|0,00|0,00|15543,73||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|1997177461|2||0|||2023-06-15||||-1500,00|0,00|0,00|0,00|15543,73||POSBAJA|||11796282730|2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|318000000209836006|0||2024-01-15|||||13537,99|0,00|0,00|0,00|101652,20||POSBAJA||B04770-26842266||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|318000000215923394|0||2024-02-14|||||19323,49|0,00|0,00|0,00|101652,20||POSBAJA||B04770-36580767||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|318000000222562242|0||2024-03-14|||||1530,11|0,00|0,00|0,00|101652,20||POSBAJA||B04770-45194787||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|318000000228443824|0||2024-04-12|||||312,49|0,00|0,00|0,00|101652,20||POSBAJA||B04770-52566306||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|318000000233953815|0||2024-05-13|||||30206,14|0,00|0,00|0,00|101652,20||POSBAJA||B04770-61997734||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|318000000264167542|0||2024-09-12|||||36741,98|0,00|0,00|0,00|101652,20||POSBAJA||B04824-01515128||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|Comprobante sin identificar|0|||||||18122,61|0,00|0,00|0,00|101652,20||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|1|MOVIMIENTO SALDO IMPLEMENTACION POSBAJA|0|||||||3965,86|0,00|0,00|0,00|101652,20||POSBAJA||||2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|2||0|||2023-02-28||||-7270,99|0,00|0,00|0,00|101652,20||POSBAJA|||10836719292|2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|2||0|||2023-05-28||||-13359,14|0,00|0,00|0,00|101652,20||POSBAJA|||11615053261|2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|2||0|||2023-09-12||||-11027,92|0,00|0,00|0,00|101652,20||POSBAJA|||12558276103|2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2000490404|2||0|||2023-12-29||||-18122,61|0,00|0,00|0,00|101652,20||POSBAJA|||13601199610|2688|
318|POS_CONV|3GH|Huawei|2025-11-11|2003373913|1|527000000229810516|0||2024-04-10|||||12767,08|0,00|0,00|0,00|20604,22||POSBAJA||B04770-51915781||2688|
